Disk Write Speed (MB/s),Disk Read Speed (MB/s),CPU Usage (%),CPU Temperature (°C),Clock Speed (GHz),Cache Miss Rate (%),Power Consumption (W)
222.17834594214355,435.36829782789425,52.15050000861598,75.95934783421177,1.548746890952193,1.5061261369088412,74.52784916232574
258.9648613416531,262.5938672416623,24.42528290361487,45.78916622900433,1.999282551608576,,80.3749784973
134.62577872865057,222.01621246077954,25.482154731201085,78.85891280428639,2.130485941407546,7.1366656015455865,111.00299745461666
215.9080094410122,190.5461808797771,50.30246523169107,60.997198461175465,3.0581651425776313,1.696371985716266,108.84256880682605
189.7323524470364,324.2817715926705,56.72645938642562,58.19873610023496,1.9625349321107624,2.9124008732707973,44.1818057283302
187.28942749908757,283.8853340243159,42.5075436134789,69.53378338801677,4.428191531406889,2.115706860887963,76.82147972353886
205.68009551993373,193.14808753175072,40.39660831585532,39.32733930941632,2.663586342196804,19.330105606628244,47.86225968175104
265.1687075720072,277.0671131823687,38.14401533642706,73.80319574579751,1.9284529806602124,9.425243765207771,112.2548990205018
83.538709936105,219.65740063534506,49.532120795121074,78.57725828948381,3.822700901745991,2.7352741480699985,80.49717709027158
112.476265886646,217.85529528277763,2.344752958538699,70.879728674591,3.185434367886337,3.6046011987805144,116.14135448777697
,251.54717659554262,27.9734674246058,38.977146310892834,4.242307260282483,20.683023313845776,119.81233025843177
207.60886225552161,2879.926536702574,37.458983091052986,67.64167797800482,4.306789864586423,1.5877811630628371,100.57368281884331
176.97554945466757,236.75234793807346,74.15006389903841,76.45998558018684,4.06765994497951,10.824411308569598,76.87323179894726
289.6825444341015,306.0758922430414,33.72372716142141,75.42748787735755,3.193021749588552,14.200238225901956,85.86134948253316
598.6872599893752,271.3230379803345,53.60936283662413,45.91910752773606,2.167802222159795,3.080731982870511,102.16053910897318
240.956052014235,300.53774114717754,54.53085501861992,70.16356831603007,2.7857464947720016,1.4224797178599098,79.31682388577066
156.68906213423696,313.2329017472582,75.95833011321524,77.95570402779148,2.9476415337641972,,75.20289285383907
227.63423446585108,253.20121766336626,75.251548139283,60.29465718646019,4.426572621061267,0.37788722212464465,65.15183352808354
249.18376019723434,208.0239822234847,48.84994062410167,45.4729877721028,2.257833208734942,1.0024009502162687,69.31524902637013
169.7970089175194,292.49785170353056,40.490305176211145,68.28652592724934,2.8041799757873953,2.0526192985915177,35.945865927200735
170.6140647971468,115.46787232793005,36.72333794348619,70.5385796865175,3.1870319500278406,7.424778772219444,91.5487936071906
199.24569751585963,256.5533903665822,45.17873555068438,58.607918356740974,2.673407711839533,2.4580766747681655,62.60416662360056
283.50646951678004,247.85543810173456,41.319332913528,48.092765441361756,1.8618623555096778,2.257450103720396,96.46426890677316
251.8491073832721,291.44229129102575,61.07254818716464,69.81872084036164,4.171325067479845,9.30421615211305,85.19968014512277
196.39853478680632,190.74981217021158,58.40619634970409,52.31191134378242,3.9036369861333355,4.513452729072036,138.98124527844394
173.24300801059414,269.98689768537554,61.836023822900316,63.973467265388706,2.2694868027411315,3.0822805731836764,100.973185579093
218.9925951290777,313.14801335535145,75.18567422872337,75.58166355012946,2.84242970030837,4.964986996347891,74.68178917052585
164.28303031005458,261.66402637276235,87.25738242800354,43.412019030479804,3.7057749761985765,4.1079103804642365,107.42729068240523
198.15724374493527,338.3731110894526,52.493267868151136,69.07763997969253,4.420711744770722,2.9386657803696243,90.61964890033892
200.0932254088735,370.86560241361974,71.98927542791307,57.934179696802,2.0025357224659857,2.5510124644050847,72.37958543011177
256.8585526935873,239.36983600162372,42.9667963233157,58.19346716015425,3.4139591173513564,10.813377828479338,867.1052039173926
217.51358243229174,285.3333562614644,,65.14316434532827,3.9526538695217965,1.0190767782646808,35.9035051786158
163.08638627314465,,71.23018314351688,52.28615968585843,1.5777106294747765,0.858527011692639,62.51014288464373
111.39028491003067,225.50565273513598,70.16831939885982,48.249808630713574,3.9329599336194394,8.06591580107964,78.07188226056142
136.3346669493953,240.06145616979344,51.88139682383048,42.15805227969322,3.8697054651613243,0.6425204375815147,920.5881622057018
211.60575170658777,279.77060401693205,36.632836720182226,72.31762709419215,4.270447105716498,17.500558648923537,75.59850159164901
241.04464083854447,264.594310195057,22.10943124269047,56.28327814891036,1.753270572778274,1.635432087693221,75.36262967056604
222.90291173953202,170.19853392429604,49.199255849578016,65.69940412357366,1.8728616710136223,,98.53488818693123
159.2126984459215,211.95120326319912,80.66025084498366,55.14967925118345,3.0560504294528843,5.20864568898094,71.46381076377394
177.01746757503716,318.7471555024233,43.80310197271854,48.382394966250445,4.114875507897096,8.280737164113026,101.08140111812227
177.4160795456854,243.3310558195389,65.7025317092011,66.52312609939139,4.123531710325409,2.5518678243651562,94.85513783973317
154.4979010648213,300.227597188742,66.87902801037862,63.279625737248224,3.6001912664887885,1.135487365071695,80.54168586803468
186.41048117518156,385.6274698376192,44.32627558145654,57.63100846012574,2.8462260681879945,14.793861536099994,40.17038854092827
200.76596148890906,249.27609425243313,76.32689675039039,63.01896063441468,2.193402435051883,7.728402364823435,86.00233548873777
217.16642837364012,287.35004350163604,0.0,50.39515443755997,2.9240410664205667,0.81288549868585,93.59694619530289
186.13989106854194,209.09648691104962,25.5449944252365,70.60599774555311,2.151192814543896,2.922828802212906,64.468693705456
221.41058802105374,192.20275604315555,31.687354072830804,72.92394638534475,3.8190590764986885,2.0054683415839247,88.83843921679106
225.4694103260322,94.86509453998084,33.605699542652204,67.59304571336921,2.7645212922068456,0.8400270758275961,106.49704250046733
221.07879594335918,224.27356667548813,56.72525902371791,56.2801424090633,3.118086313448028,4.487718858989912,108.53374128394267
176.53427959352007,137.23886852283732,55.80075606107804,60.593467946834096,3.5428003158025807,6.732270533174915,94.51375999021847
164.25857267655027,184.59226505526362,57.87981144350016,75.68836448134763,3.079277919360912,1.330107662362221,103.08641410544251
220.18694807820364,335.3977213067102,61.92162988264974,72.81166217611178,3.7659234527509993,3.9909550186524587,98.33965875286191
182.03758939098816,283.86441228164017,30.997908617087013,79.93869090508726,3.8581871446920264,1.120934127767096,92.27628386192106
189.63463546909918,315.5866795553329,25.636478663853623,,2.2282032547920068,5.408698742696448,95.93769513803812
260.6745207431236,260.20417944218246,57.92639364015726,51.29787716012868,2.394420253059336,6.002385489482495,101.99102266138489
169.32514171628023,173.7382706649989,37.39535852707122,61.343702875821094,1.6779635816896816,3.4905620686108767,60.11243246017382
220.54245789425596,157.24323037646656,18.590499092640588,64.068957572963,1.7675852375668513,5.462595685366761,75.66680597375473
169.40392766001693,265.66671759751296,69.42688569082964,58.57710834940438,3.988428296523137,6.000182806146595,1031.9686425993123
136.9003846472022,279.0728221638254,77.90203813004595,56.10315572164594,2.141999032242486,12.169494662170655,58.884453361703834
195.87139801567037,304.91164364549235,81.14321779397318,72.6739518282913,4.003990582896371,9.007373526429324,79.08356680662601
153.61477384261937,133.3608276329768,53.7401544294944,59.0926790945286,4.45763469071711,8.633108437171492,55.91111616090609
210.91677203990608,257.12371972943106,62.51864191945805,47.84788582081676,2.228435178373112,0.10984598728823299,74.91791885250356
206.68635873174125,1969.9940236146629,77.39736446723822,49.00310913064475,2.8811199173655764,1.5246041841761695,856.2728333035919
231.70223731970506,293.84259282943924,37.17168419953131,62.47064325133501,3.1111842335951834,1.0729921860994873,125.43144823742284
274.27890419950523,318.38573870923693,72.21355368108183,90.02652484911687,4.328455459408736,25.449329936338764,102.31922742476817
244.71686042673582,165.03001221634264,55.50792468286417,50.24056256254821,2.0358904839322136,4.149661495258933,85.60540231723466
155.270867337333,268.06210152736276,68.27423304685182,56.8512593132694,4.007940907430406,0.9564204156374166,37.69917861261207
214.40070026952674,220.22185036224388,53.721860417518705,84.0480477526604,4.373346842553816,4.225101788750046,94.3739386681722
145.93415843837371,262.5383344850435,75.92513419496004,55.15719270161531,3.163249716075177,5.924159783128218,76.34614470800584
91.42980192235177,227.0790490656177,54.47047525083074,64.55460841271405,1.9571793037325012,8.666674836816657,81.67190935050434
225.85123417883074,208.28000444799727,20.32041881065165,78.75910722591232,2.5014136442808845,1.6351278535357356,63.99041813291791
221.60650149716702,200.15454521345208,79.03853264629444,50.48521319096178,4.377279277023171,4.079668857422204,50.50656028175406
211.80120673376868,194.69935000972254,31.04938518055776,56.90739777978439,2.004669566370893,1.7963691130923798,36.38910194880726
194.01231969050045,212.44398672956459,75.06116420487828,55.156340663654596,2.9628982621266,2.9906326924489024,55.95363944055017
171.95247286480952,239.6382154158505,48.19514237119356,44.821046370328084,2.069578647048238,2.613409447307834,102.27908012748162
225.30052730339636,368.30312331763633,73.52021970395413,75.69365945688627,4.212375799692918,1.203802872538451,70.06744553748888
97.2471490850002,196.45997778944823,72.6953722973353,54.145956615301344,3.2713077926719913,1.7355356324063245,91.14068645217665
165.9618794241692,212.90726387780703,58.60285948630742,51.23754324178108,ERROR,1.4855266525433797,867.4578328517788
193.0182362267984,260.0119211995644,60.17070635254262,55.555661119295785,4.338510422414666,8.342575988851886,72.48522568590042
208.47538704178453,216.28644284855434,58.452572343851315,69.28831405154105,2.9669058652364857,0.7861102023060429,52.130341603487196
209.19246327367756,121.18376857754254,9.723504874378442,61.12893537007881,4.31130773032743,17.882261486022966,66.16786200335191
120.06993201424862,267.20453601010206,52.366604377964045,52.08333694569636,1.5021246183009307,2.5690955415512793,74.82264184888766
242.4517732604919,197.71367480125016,27.6787164785621,64.09149844915052,2.076318095108781,1.278831085037349,70.76914286329416
302.7470416630434,272.16540909008313,53.42374287491326,68.12594697748573,3.70199522541997,7.192065857773677,62.16342040756842
179.57705367326056,318.3616944996602,27.14114907233569,59.76235412097243,3.079464642682594,0.4828808397383652,58.75867883465255
162.76402272057663,261.7584277431871,26.300961175478502,57.65239071134341,4.472855879040869,8.444776132275914,60.760603490489004
255.90418080447142,259.87113127668937,82.09869003507804,70.1587593838222,3.8528488937204393,1.8611206943458272,42.5262042593865
231.65815714413327,116.11811810510542,71.3889477624838,58.20814753486559,3.4923755646588046,0.9424160247862069,97.6424733046677
188.5545487591573,247.69092153175427,49.91714830111691,76.08191506290024,4.236506015348789,9.315043346453091,44.42885535858584
234.6070659966196,215.59261013188183,53.695373004980475,52.42365127909688,2.5116030200258086,4.523284069362645,69.96761050155514
140.35908926140593,237.39171470719467,45.041679485139824,52.19086534239208,2.002736589670784,3.8662759062539815,82.42994926494293
210.49434608581385,202.45838572852742,61.397527519590454,50.96203219915654,3.141239580038501,1.77480249217285,100.96821789111479
229.3203716534337,210.81424428959053,36.4789126690239,57.61153543310017,2.215422115007249,3.4717941577932687,83.53803326419454
147.10888483744463,185.1395732887197,69.87480525735914,60.02504061366319,2.197157316634108,7.594657649373847,70.85083998532888
148.27414603203408,275.8578717906126,44.93826317971778,46.74364090427186,2.418902364739619,3.2415063196428022,61.48214437072464
133.1713376233389,310.53274688972397,41.603060083375425,60.96757267914185,3.5254162027592866,4.983753974513288,112.00412791615074
254.6222586209955,329.0856580720057,50.43426036969685,65.65354187285956,1.570770376723618,0.1980891591149447,107.45509332590501
236.10387340776714,228.75517727149705,38.177063401487786,45.345084452069706,4.049965357605876,4.493976851126421,77.39630435922739
237.9422368562523,248.9898027511146,56.57364698992966,54.78828573619114,3.3361402720908298,1.3124920597619705,64.97519938272526
245.0614519791067,196.64148574705922,39.252748213732005,65.6748572856898,2.4133629844752256,6.644968914952603,66.63948667620531
148.12513781273304,232.5544262278738,59.37047205637672,49.10580734124079,1.8393136123215275,1.8812389655984285,85.90856002285139
232.4758998718525,274.0374623098484,74.32013077822953,56.840214780865374,3.8700736892712353,1.742483625683107,65.41530993642074
222.94915843908774,270.60149787589984,,70.88183568933798,2.8093007898196136,2.6770602107610495,85.55319782298551
171.1541665050908,248.265150922683,47.388490854096574,77.95182763126019,2.8059178379203944,0.6260671311967194,81.35107541760254
264.71033075677207,214.16250396286966,59.22661426070843,64.39915211249127,2.9106919534549536,7.003357080481587,88.0741623559367
235.19440416368903,199.2319374465643,41.282852900371864,58.30746714172386,2.741848516169215,4.945340698551759,70.47235257478826
194.25999127123114,315.4454737367508,59.2864112165333,54.986019793642726,,1.6469422638937046,76.1705073762003
147.79572908288512,327.03143119867,61.1079772130348,69.10754098771548,3.391957023942184,7.4019628834167905,62.11888185565756
93.56582790578322,259.2595257521982,71.66523552588608,71.3340639911567,2.793037445510406,16.287612639661436,79.14217975377126
157.1712115894935,185.28532111932762,37.88019907830176,48.435642028823516,4.418408650817144,9.726853140510883,65.41388805241016
181.16963910345046,234.7596366341075,31.14449519539051,69.10426815943933,2.6927904093059882,2.6743187450213486,81.51614944226934
197.51316505842405,239.05439478288164,43.84845220872512,53.92953698273779,2.1433187746897677,1.7437828292505504,96.10203998816155
237.71566949948794,293.17158611182145,30.644953209058002,51.40444226047757,4.440317422327343,0.04075511141578657,76.28788370068054
156.253715744207,322.39513559780625,61.28996408094994,58.46355796449572,2.388330312842045,1.4973190114301524,74.29237919007377
148.78816103856957,154.2179606458343,26.764973996471774,,3.362426132678981,0.6155715933840817,73.56004869262999
205.67653182694033,165.17959379228563,96.66032836505377,63.09405324839672,3.9857994544823496,8.804852889052027,107.30354497774186
241.81693423890562,324.3676949028379,75.918557231475,62.823316647908165,1.5118642450810422,7.512340272160976,74.92696103922967
155.4687434920715,360.74563796023756,50.25151539200628,63.52441653999681,2.3484999189791096,3.181331574440428,75.71701922831387
206.4597884383839,212.8871455695275,67.34788985995952,64.6765801869036,3.095455387899173,0.6223948690351713,56.560148206805806
244.20018092891831,181.1375712322147,17.263962713784167,,2.8676457901465007,3.6652081785671156,68.43763097096917
120.14451161203323,334.6891478090261,100.0,66.31888765391986,1.718392110117797,3.7807084853332746,95.17812672575224
212.62340691132079,,38.19570775599021,53.40317804024964,2.8411691026880623,4.987060897059996,125.76644719680752
146.2442183271276,243.9033399782565,47.59005172201281,66.51007650945529,1.8178490897501751,3.7297819846959883,69.20731166880614
,197.47033564828348,12.88133425623127,68.5698534783399,2.249609146277323,0.5242997794469816,83.65437319875015
139.19493918646913,324.6410378063831,59.72574609481789,66.99136594566978,3.746364225384964,5.094641256747833,115.94062247010575
119.25378223219415,104.57986232012269,27.873116858457823,67.51028831694099,2.035715075854281,23.307021173893997,98.83972733463303
178.72161908795658,406.4716237126842,52.033115231320586,64.64865640230146,3.4958408853126426,5.018388390178735,96.60314410278804
276.4481648313432,203.743037872091,39.114511341509235,71.73442915342613,4.4187906114927085,2.254246554277737,92.03962726612616
170.76800820216465,283.92431379772955,28.44512130139313,37.28386216021338,2.2409495358267892,4.862161469466808,86.15021783204868
157.0955226261542,316.57582597444923,33.91276996474765,68.53745957565161,2.2786417035542956,4.091216634515825,56.76340394090748
118.23959326643289,175.37017407119197,,79.75457527157876,4.359277303095039,0.49914533868821304,73.3365292910345
260.41831478920966,286.106119346127,24.370180542623512,53.78104525041142,3.4954170668631637,5.027360500641393,95.728132218784
221.7810820561348,298.26914234781765,35.023766579528456,52.662701416374965,3.810311753130948,5.291015678006321,73.3321304734755
149.66339832916253,259.55026912785235,63.26546762528956,72.86319012973803,3.8745406164417138,,86.35719930637485
172.170098691448,,100.0,50.73260660520718,3.6895741872343297,1.7893677870164384,62.315116932808166
118.1805600617393,226.6160044852714,59.551776391060095,53.332756874245476,4.430392783659005,3.438507472917588,79.0543668585964
277.0317684436217,133.91380627294865,31.654767156454252,61.69948519697797,2.324236183066404,0.7825546251389504,48.73043480178082
199.33910986233167,214.6837786084946,42.657716598553776,52.01048789846939,3.0551082997699543,0.4822360945037965,432.3936143766949
189.626025711633,259.1109204941692,50.63178012305156,68.75024501993559,3.492235285585912,7.028426965037298,74.22188076779815
260.12083280036745,253.61020675456993,43.01150098728585,52.0919787774282,3.6217833997229074,1.009993475463606,106.16634564648525
222.20354629405793,284.32742918194947,68.06116333473867,63.606333477066805,2.076464855574317,1.4279534764562005,83.1704471500641
230.67310771570112,186.91509306252246,54.34946966028449,62.84482462996506,4.1265219629643815,2.399480868049693,115.39829376957229
187.86378273838005,88.65934282111144,68.1570476981974,76.6388807240847,3.9442346368814363,6.345539453793577,61.18373300620948
201.9217816206644,238.8209145906046,43.711124194047414,71.65301866295728,2.2925055596855017,4.179538908182091,120.47484616809079
208.73991969263523,266.9071691373146,76.51000439442512,54.70472458546346,3.1318987047449665,3.0586052566296136,98.46292391889821
191.19830117438102,282.6856988739527,,47.35507593527754,2.3841268073785225,20.73910901096291,98.75269765404354
284.20173258128784,360.4451729231999,30.576202617240167,68.37968841977437,2.5976626291565648,3.1831173241734945,122.7622711657392
224.19192545373502,214.58067624439593,93.54640762084443,53.46609165246673,3.100707543563536,4.422616792890932,95.47418116578737
300.1567641255053,276.83641281718354,13.500445060777665,56.643232620962486,3.118449648124634,0.4315373364382332,86.5270565800424
268.91241245363943,280.64744652476645,35.22522549390145,49.401723099363636,3.096176522754018,1.5859631989769984,49.08934578150363
111.4808884165208,314.5385174722097,37.45944296339211,66.79011930786832,3.132777303629025,1.7326066145342907,94.31480161951978
136.80249342010018,246.17767356412696,100.0,53.53506883562492,3.408392055522385,1.2646150525412598,72.1528176289876
177.58906582431283,341.61020231149735,86.13717768293023,59.64958311697212,1.547120678544891,1.7570855991771206,84.15911695052807
191.0795969011124,280.121445675886,79.87856287284396,59.80496934107534,1.9194671998552588,3.304788118546038,87.25651522843835
239.18993823281406,285.4513391294121,43.38682675247337,61.83560619913911,2.9108316778905823,9.699526261206511,64.18231924852829
177.77852402153974,265.1834559190208,,66.61638501719648,3.625171493388545,5.17505899239525,98.87474569975595
163.16218513835813,225.4236200318467,57.36704007681942,57.571796281057786,3.0278017773347026,7.998951919118065,82.28964454771625
239.76557448376556,261.11980968933125,69.54526740606245,52.58572418113457,3.3868272074603296,,96.47338657532241
233.80587546367184,253.27581115462107,53.59390762212414,41.40455366244554,4.412083143027878,4.195948320812231,90.71704303261508
286.97720010200095,345.0870564172868,49.01066857353497,61.0262962936767,3.6901974128326356,0.3588902310705134,82.18714731505627
215.24138526764736,306.2306848031819,44.96442652147242,58.43000959381971,4.319599974885745,0.7624335410487864,111.20681663678474
223.0984549805784,240.9013960845339,45.80720013161675,52.895271698790076,1.5570164801532322,8.894235096595157,64.66122660958439
246.9111037323857,226.51639795755162,62.169832973561576,60.62552462152536,2.8414757055421496,24.65841452142703,49.12707784548549
241.91811125770528,163.8795859680204,57.34399597550776,68.55982672614886,2.563546928694894,7.635774364672826,76.4265118243447
306.1191779073482,306.4832132714447,49.37057259592632,71.1188808494718,3.61657257023353,1.0955034376084858,80.1627074094962
135.8640266119845,317.1448250586627,80.19047985397708,44.64862581575609,4.288309291450725,0.12412179376826585,81.81075392244492
310.47546679850916,236.58670073302522,0.0,56.39138698984665,1.620846439951762,0.20146982097972416,62.4610121556016
126.14551839174666,58.87823650698223,60.1977449584239,69.61025212398427,1.6719146435534604,1.562292246461337,70.2297940929476
248.07760523108988,272.4577188157742,64.35477413317959,75.96041034523024,3.518506699786067,10.641161064742429,104.7504224496532
173.91582627669177,214.504520973849,72.93925736510339,51.827363468415825,2.5381635510099256,1.1992024871437579,62.59925498139
159.90511779250218,259.61407112217523,48.70257117893278,73.78322929232577,2.109062576010733,5.145829247473831,87.46376723804698
142.9465621064851,235.31104440932518,54.15840134767915,46.49903717765381,4.3641431886971125,0.7443500411461679,50.51157165580793
248.01132722033108,286.19071135158754,69.71896766629442,71.48284563119945,ERROR,6.130064770804655,73.1314239534518
192.1289052302397,305.19185593456416,79.8233280856036,57.18243667794658,2.321939110873214,0.7954244092799911,71.36876583269954
,251.81301573790674,43.98928029642464,75.6282326564375,2.495086562833996,2.4262185811123933,120.58553523967058
221.43148433014997,208.07557555348757,55.33951566255121,55.35968783744706,3.8483455180809285,1.1537536746242547,90.07809273333194
265.94051414802414,273.34140334289145,83.57147928697515,56.90109273239661,3.1852232145019794,1.6193747093750341,44.06144719235976
154.40753202419853,299.0809787384801,7.519458482422976,58.666073707961516,2.4851204672680742,6.187378943694996,76.44231182971333
184.5060786258721,348.76185986385167,36.199748003708294,44.62949845277107,2.0092603163595433,4.123684702657,96.99944940582076
209.0727655396485,365.3428691658749,79.31671957205927,42.3752732924134,2.1536421311435214,0.5312592774317602,67.63173704041886
149.7546878980799,230.59143501639824,71.85075667216606,65.10154193040712,1.6160225810884081,8.992913551731261,82.88258613971159
188.30219544100345,192.51725430341787,60.44890421853388,69.88462347353357,4.010593234959757,4.6257150465972305,913.8852804205121
216.7777974915246,304.2498449168871,41.0280625378176,66.07577502841103,1.8515563024110788,1.6588070094229859,100.46719583240665
197.764863339889,221.443659239334,32.36363002029161,47.46024385821477,3.9691396187978034,2.5461388999107437,44.792299690532985
243.00553460994303,259.0023050170481,38.175687615152526,64.80188745072041,1.917528920470461,10.685834865412279,46.15115930954928
297.1786130306791,,80.96016441637386,50.09796026296296,4.2177236831219,1.969737113207393,95.80803627750294
145.81318500285988,238.43108811540628,37.431146216893076,64.07652708223665,3.535532387146474,1.6387295195976663,126.6998950710113
197.31110826842337,318.82890819398193,52.02845928479316,71.31299145202438,2.5560983997494517,1.1821886473054384,87.73375262774948
237.8951498164722,241.9184977794815,34.925847102765076,63.674668533350186,2.6780817283727405,7.7549681860370985,646.9167718565104
,241.33154463100496,,104.08242712269379,2.353680270213151,1.473780035739185,97.39153795506911
206.0428033089057,180.8412529100337,39.225474393071174,58.50012528647255,2.133870122978541,3.2140885629150278,65.62959012621025
168.97204615006368,155.91744794960084,,57.83350678695635,4.2332045986534395,0.050246737484574526,77.26369935648505
238.42016878615158,305.0748246777116,16.332357339143485,60.67351297780781,2.0532622520362738,15.983043299315192,76.63924038145551
161.19244741954554,250.47104774964654,17.732635275901202,46.57358916201258,2.0278454620553,8.954798977693706,90.81110872104185
194.0142889455059,274.59333381712275,50.15346386643012,55.97048924382882,2.5807917360907924,5.288592658158353,54.77517179251548
200.81742409474006,304.70158423969013,,56.84866830259935,4.452956004361992,1.8333266705875801,91.91872734174274
202.58305671105134,175.35758063967438,92.10173278669004,57.16000056713119,2.8947516783042455,1.0387546039553146,84.78281295125659
172.89810262092973,222.67131481581646,8.76953775775501,62.68291167163412,2.566040973004773,2.881577360228134,84.34046244891391
198.59210293235444,303.89049257314434,33.99649402671792,45.19670880176709,4.495651541440962,1.2657586036287916,69.96623344880196
151.971573020155,288.85616176921985,50.33401734535101,48.543860161394996,3.7201254011634215,13.823054213305987,80.12096223696591
222.84198060469822,245.81353884563134,42.69734124408431,71.3206959663847,4.33387593551786,6.612428467193333,73.66166560069803
210.82124953880844,232.9757485157123,27.91709086672162,39.927517759361905,2.246769072544427,5.848630447018408,68.0022533356705
225.57560449174704,229.98461483665758,30.84144321009464,66.16371068872844,3.762589056350161,5.677372224787095,328.2566842970776
177.77498644474818,291.35007756911045,30.18691845001523,56.26440319202317,4.171938152232517,7.24453096820908,90.36260045944539
190.4973788475828,419.2155092846158,44.26556610359874,61.60122481663452,3.0880871004809176,,69.24610164180459
223.1878409280425,199.61821892022434,89.03858179034847,75.5809878533394,2.771648527878592,1.4941396430262142,76.48169565886333
236.90163425372344,375.19533886244716,,58.68817214134677,2.387872119601429,4.285592710756192,415.29534775840966
266.6911758020167,174.39470582808875,73.65800978775047,66.25388005505769,3.2018273095716134,1.2320728543224853,55.711234379184994
235.0031235383957,161.0697181212297,60.13952691656283,60.58566967681916,2.076420109799646,4.580115202619373,71.83139376656946
176.36936668869853,184.26012363216222,72.27724795964441,58.90623830246695,2.7955388073511496,15.920030125964448,39.29120880147708
193.31807829299183,369.0649087304,0.0,57.66824702159637,3.547625112208877,2.0188045105922527,70.60386037743177
156.590381596712,143.06194939075573,43.91083957703541,67.01058348506227,3.4570681441294733,7.081234500643819,103.81517394332148
150.88730557290478,202.21884763700336,76.14270846301427,52.683981338786595,3.5996806815599207,2.841260672872579,107.01584575106585
216.85806033936748,227.83128653478647,38.56528354501333,48.679768114487366,3.2596501808133547,6.307757059793704,79.83883962450707
253.70589369583556,271.3640563511662,85.24946329739224,60.74474973431087,1.507891074609189,0.32730680051740113,118.6346443692136
192.76862265895912,271.41785142834846,79.67780307535523,61.927840035884955,1.5802062905957175,2.2678923857258066,80.16762646590382
152.81797751996677,254.76665725321106,40.617385677450756,41.7584183460104,3.240780526945574,6.466593678847277,59.99464756684581
109.59672469362904,228.84251264762844,39.936729619072864,59.895125713893364,4.3978858269951004,9.353514150163662,72.94514709592777
190.72449918075012,171.80205636633553,29.727883152910625,47.73123078785489,2.0833484271451113,2.6956301507088076,95.62425593175479
207.1776135231165,217.84682946407264,37.40811536272405,66.2684310744782,3.6521484590609883,4.0053608315381135,86.87318729039163
234.8811351522407,351.1751514681931,25.348218716621695,41.96315144103367,2.7996176302583438,16.90367874107777,93.08461363124158
227.6775526058653,307.8331295526672,58.576223608660115,79.2507582986309,1.9172880804391381,3.034482765856135,79.65168448064902
217.24233031439763,299.41128244034473,20.87907013307133,56.61801583364173,1.5998354547964846,1.3444520754689357,93.160215662691
181.22808599909655,134.31024793193114,62.07466032380444,51.35038051512687,3.6401254449515266,0.1043127134867079,72.94603417978807
272.16601142159567,255.68531045252513,62.56157393800497,57.17027539631807,1.9318087770604981,12.74730142318093,76.34481117410147
202.62039100043188,,16.775911896321546,65.56270858633891,2.395288576386606,0.2794014796320175,61.132209853719885
157.45114286014203,301.89053545360844,80.9963721265668,68.90470089234937,2.7041345841897853,1.3632811185724716,83.0956831824766
189.0001407163384,211.01539626690294,60.272185888304435,57.256886899751635,3.6176192528181486,9.709788169512908,100.57056863930303
195.61743750019372,200.02821275477717,64.99396042889738,45.6130958518781,2.662864872000367,14.010946313343451,44.1114974645635
222.09322840707114,203.35156190276922,34.82669596914455,47.87702866377819,2.6588708815796647,5.476007273322393,83.3299811691892
189.86991873202751,174.26839677009764,62.447582369462374,62.86387698740745,3.8827014394775623,1.4967303042647893,85.82594051157436
